,full_text_id,segment,arg_comp,sem_type,arg_comp_correct,sem_type_correct
2968,23,"It's apparent from the record of the Court and I refer the Court to page 25, 24 of the transcript of the record, the second paragraph down the second statement of Mr",premise,logos,,
2969,23,Cobe who was the attorney for the petition at below,premise,logos-pathos,,
2970,23,Mr,NA,NA,,
2971,23,"Cobe stated toward the end of the first paragraph that the order which this petition has been held in contempt on the order of Judge Edelstein was construed by Judge Edelstein that the petitioner should answer all questions referred to one before the grand jury including those which might not appear on these papers, therefore, even assuming that this Court would construe the purge clause as commencing as of the date that this Court made a final determination such a construction might possibly preclude this petitioner down below if called before the grand jury again to attack the reasonableness or materiality of certain questions propounded to him",premise,logos-pathos,,
2972,23,"In other words, it would put him on his own -- own peril that if he would challenge the materiality that he would not purge himself and that he would remain in prison and if any members of the Court raised the question that made -- that the Government might not digress from the purposes of the investigation, I refer the Court to page six of the record, the bottom questions propounded to Reina before the grand jury",NA,NA,,
2973,23,I haven't raised this point on this petition,claim,evaluation-rational,,
2974,23,"but at the bottom, Mr",NA,NA,,
2975,23,Reina was asked this question,claim,evaluation-rational,,
2976,23,Mr,NA,NA,,
2977,23,"Reina, was your father Thomas a member of an organization sometimes known as the mafia",premise,logos-pathos,,
2978,23,I can represent to this Court from my own personal knowledge that Mr,premise,pathos,,
2979,23,Reina's father died 30 years ago,premise,pathos,,
2980,23,"Reina was further asked that his father had a title Don in that organization, then he was asked after his father's death, did Reina take the place and title of Don in the organization and what are the names of the members of the organization?
This I respectfully submit has to the deal with matters that occurred 30 years ago and could have no possible reference to any narcotic investigation or narcotic matter now under investigation",NA,NA,,
2981,23,"I would like to refer this Court in the conclusion of my argument that Title 21 United States Code Section 198, which does not appear in my brief, this makes it a duty on the part of the Government to make narcotic information available to the State Governments the use in the state courts",premise,logos,,
2982,23,"I would also like to bring to the attention of the Court, I omitted this from my brief, I omitted the State of California",premise,pathos,,
2983,23,"The California Penal Code Section 1324, 1958 supplement by statute, and by statute the State of California has adopted the Michigan rule which disagrees with the Murdock decision",premise,logos,,
2984,23,Thank you,NA,NA,,
2985,24,Mr,NA,NA,,
2986,24,"Chief Justice, may it please the Court",premise,logos-pathos,,
2987,24,"My name is Stephen Tatem from El Paso, Texas and I represent the petitioner in this case that has been sued for violating United States Letters Patent entitled Dairy Establishment",premise,pathos,,
2988,24,The patent was filed on November the 5th of 1963 and was finally issued on November the 14th of 1965,premise,logos,,
2989,24,It has been admitted in this case and so found by the Fifth Circuit that every element in this patent consisting of 13 elements is old in the art,premise,logos,,
2990,24,"In a part of the Fifth Circuit opinion which has validated of this patent on the basis that it exhibits novelty and is not obvious, the court has specifically said that while this honorable court rejected its rationale Graham when it validated a patent on the basis that an old result in a cheaper and otherwise more advantageous way",premise,logos-pathos,,
2991,24,"Although the court rejected that proposition, the Fifth Circuit in this case confessed that it was ignorant as to what test, if any, this Court substituted or what had struck out",premise,logos,,
2992,24,"It is submitted that this case is controlled and govern by the decisions in this case written by this Court in Anderson's-Black Rock, Graham versus John Deere, A",claim,evaluation-rational,,
2993,24,& P,NA,NA,,
2994,24,and Lincoln Engineering,NA,NA,,
2995,24,"It is our position that the Court of Appeals erred in setting aside the trail court findings on three different occasions to the affect that this combination patent did not show novelty, none obviousness and that under Rule 52, they are supported by credible evidence, were not clearly erroneous and they were reached by proper application of the law to the facts",claim,evaluation-rational,,
2996,24,Mr,NA,NA,,
2997,24,"Justice, it is my understanding and I confess that I am not a patent attorney",premise,pathos,,
2998,24,"This by chance is the first patent case that I have ever had the pleasure to be dealing with,",premise,logos,,
2999,24,"but as I understand that law in this Court's enactment in the Graham case, while the three inquiries that are asked under Section 103 are considered factual inquiries, a final determination as to whether or not a patent is or is not valid is a question of law to which this Court and only this Court is the final arbiter",NA,NA,,
3000,24,I'm also of the opinion that the question of novelty would be in that same category,claim,evaluation-rational,,
3001,24,"Well, I believe that the validity of a patent is a question of law",claim,evaluation-rational,,
3002,24,"In making that determination whether it's the trial court or the Court of Appeals or in this Court of necessity in reaching the question of whether or not it is non-obvious, there are certain factual inquiries that lay the predicate as to whether or not the final decision in obvious, non-obviousness is one of law",premise,logos,,
3003,24,"I think that it is relevant in understanding what is involved in this particular patent, and the only – the only means that we are talking about in this particular patent that is allegedly new and outside the prior art is the means to house or hold water at upper end of a dairy barn in a pool or on the floor so that when it – so that it can be released suddenly to flow downhill and as it flows downhill, the natural propensity of water removes manure that is on or on deposit on a concrete floor",premise,logos,,
3004,24,"I think it is important for this Court to understand first, what are the basic features of what I refer to as standard grade “A” dairy barn floor plan and the reason for that is, is they are fairly standard",claim,evaluation-rational,,
3005,24,"They are regulated in order to be able to sell and produce grade “A” milk, you have to have certain sanitary conditions in order to be entitled to that type of production",premise,logos,,
3006,24,"First basic to a modern dairy is the fact that the floor is concrete, it is paved",premise,logos,,
3007,24,It generally slopes downhill towards a drain,premise,logos,,
3008,24,The reason for that is to allow or to assist water that is on the floor to be removed,claim,evaluation-rational,,
3009,24,The floor itself is contoured or it is shaped to try to avoid puddles,premise,logos,,
3010,24,There are may or may not be groves in the concrete,premise,logos,,
3011,24,The groves would allow or assist water to remove manure that maybe deposited on the floor,premise,logos,,
3012,24,"Well, Mr",NA,NA,,
3013,24,Kolisch has reproduced in a supplemental appendix beginning on page 11 his patent of the supplemental appendix which is this one,premise,pathos,,
3014,24,"Now, the patent is also in evidence and is a part of the single volume appendix although I confess it is a little harder to read",premise,logos-pathos,,
3015,24,because it's small,premise,logos-pathos,,
3016,24,Yes,claim,agreement,,
3017,24,I would just refer you to the larger one,claim,evaluation-rational,,
3018,24,because it's easier at page 11,premise,logos-pathos,,
3019,24,"Well, in all candor Mr",premise,logos-pathos,,
3020,24,"Justice, the two and a half minute movie was not in evidence",premise,logos-pathos,,
3021,24,There is a larger one – there is a larger movie,premise,logos,,
3022,24,I think it was about 15 or 20 minutes,claim,interpretation,,
3023,24,I think there may be one that is filed,claim,interpretation,,
3024,24,There may be one that is filled,premise,logos,,
3025,24,"but –-
Well –-
There was a movie in the record Your Honor,",NA,NA,,
3026,24,but that was the one it was introduced in the trial court before Judge Gwen in El Paso and it's about 15 or 20 minutes,premise,logos,,
3027,24,"And as I understand, the one that has been asked to be shown in argument is an edited movie not from the same one and we would object to that being shown",claim,evaluation-rational,,
3028,24,"because it's an attempt to supplement the record, or it is not the same movie that was in –-
I don't know that it is from the same movie Your Honor",premise,pathos,,
3029,24,"Well --
That is true",NA,NA,,
3030,24,"Your Honor –-
No, I don't want to disqualify any judge",premise,logos-pathos,,
3031,24,I can't make a decision on that,claim,evaluation-rational,,
3032,24,because I haven't seen the movie that you are thinking about,premise,logos-pathos,,
3033,24,"I don't want you to –-
If it's not the same movie in evidence, that's right",claim,evaluation-rational,,
3034,24,But I wouldn't say that the movie is going to disqualify judge that has looked at it,claim,evaluation-rational,,
3035,24,If there is a movie – if the Court wants to see the one that it was in evidence is the 15 or 20 minute,premise,logos,,
3036,24,I think it is,claim,evaluation-emotional,,
3037,24,So far as I understand it that it is,claim,interpretation,,
3038,24,"I was asked for -- specifically to have all of the exhibits from the Fifth Circuit up here and I was under the impression that was here --
That would be my position",claim,evaluation-rational,,
3039,24,"No sir, I was not at the Fifth Circuit",premise,logos-pathos,,
3040,24,It was my understanding as long as the matter has been raised that the movie that was offered to the Fifth Circuit was from the same movie,premise,logos,,
3041,24,We are not sure now,premise,logos,,
3042,24,It may be,premise,logos,,
3043,24,but I am saying that there has been some question raised about it and I am not in a position to say,NA,NA,,
3044,24,because I did not see the movie,premise,logos-pathos,,
3045,24,All right sir,premise,pathos,,
3046,24,All right sir,premise,pathos,,
3047,24,"I believe, I may be wrong,",claim,evaluation-emotional,,
3048,24,but I thought the Fifth Circuit had two movies there,NA,NA,,
3049,24,I may be wrong,claim,evaluation-rational,,
3050,24,but I thought all the exhibits were also before the Fifth Circuit,NA,NA,,
3051,24,"On top of the floor are cow stalls, feeding area, milking area, and holding area and the cow of necessity needs to walk from various areas to the other -- on this concrete floor",premise,logos,,
3052,24,"Also, in standard dairy barn is some type of trough or tank which holds the water",premise,logos-pathos,,
3053,24,"Now, I submit to the Court, that in the mid 1960s, when the application for this particular patent was submitted, and if we look at the definition of how Webster defines flush, to mean a sudden release or washout, sudden rapid flow of water to flood, it would be most difficult to come up with a new idea that added to the sum of useful knowledge with a “flush system”",premise,logos-pathos,,
3054,24,"because by definition, we are dealing with water that must be suddenly released as a rapid rate of flow to wash out, to flow or to flood in order to have a flush system by definition",premise,logos,,
3055,24,The respondent's expert Mr,premise,logos-pathos,,
3056,24,Hubert has given us a detailed explanation of how this flush concept works,claim,evaluation-rational,,
3057,24,"It's in the appendix beginning at page 114 through 116,",premise,pathos,,
3058,24,"but its basic concept is, that when water begins to flow it creates energy which serves as a cleaning action and that the natural propensity of water as it flows downhill is to have the bottom of the water on to the floor, the top surface of the water goes faster and",claim,interpretation,,
3059,24,"therefore as the water flows downhill, it has a natural cleaning action",claim,evaluation-rational,,
3060,24,The basic propensity of water is generally related to the amount of the water released and the slope or the grade of the floor onto which it is released,claim,interpretation,,
3061,24,"Now, when we get to this point in the record and it was in the record before it is in our briefs, we had cited this reference before, I think it is relevant to discuss this legend of Hercules",premise,logos-pathos,,
3062,24,"What did he do?
It is recorded, it is only a legend",premise,logos,,
3063,24,"but it is recorded in Greek Mythology in that as Hercules as his fifth labor saw the conditions of stables, he at a single glance diverted the stream of Alpheus to clean the stables of the filthy manure on the floor",premise,logos,,
3064,24,"No, sir, it is not",claim,agreement,,
3065,24,It certainly does,claim,agreement,,
3066,24,"I would cite the Court –-
Well, I would say until the time of the bucket,",NA,NA,,
3067,24,"because it is submitted and again I have to be in all candor with the Court, it seems that this tank is simply the release of – we are talking about a tank that has 2000 gallons of water and releasing 2000 gallons of water of itself is going to bring about some action and we maintain that that is not a noble idea, it is not add to the some of the useful knowledge,",premise,logos-pathos,,
3068,24,but I do direct the Court's attention to some prior art that is recorded and that is set out in some detail beginning on page five of our reply brief,NA,NA,,
3069,24,"The first of the patents is the McCornack patent which again it is much more legible that if it is looked in the blue appendix, it's much larger beginning on page 55",premise,logos,,
3070,24,McCornack patent by chance is named Dairy Plant,premise,logos,,
3071,24,The patent we are talking about is Dairy Establishment,premise,logos,,
3072,24,"The patent to McCornack was issued on June 1st of 1937,",premise,logos,,
3073,24,but the McCornack patent deals with the idea of trying to save labor both as to the milking and removal of manure operation and for disposing of the manure or slurry as a natural fertilizer after the operation is complete,premise,logos,,
3074,24,"McCornack teaches that and they also use the word flush specifically in the specifications that the milking benches and gutters are washed, the water flows from the shoals, flushes simultaneously by means of a common valve",premise,logos,,
3075,24,McCornack teaches that what happens is that the operator who was located near the rear of the cows steps on a foot pedal in the floor that releases the water against the shoals which flows downhill,premise,logos,,
3076,24,I also cite the Court's attention to the patent of Bogert which begins on page five through seven of the reply brief,claim,evaluation-rational,,
3077,24,Bogert specifically deals with an apparatus for cleaning the surfaces of barns,premise,logos,,
3078,24,Its application for patent was issued on March the 4th of 1941,premise,logos,,
3079,24,"Now, in the Bogert, Bogert refers to “A fluid cleaning medium” which when you read the specifications is water",premise,logos,,
3080,24,"Bogert refers to a “fluid cleaning medium supply tank” which is attached on the floor at the upper end of this particular barn, which when a ‘cap valve' and I direct the Court's attention to the visualization of this, it's very similar to the top of commode seat, it's on page 75",premise,logos,,
3081,24,That is his basic layout,claim,interpretation,,
3082,24,"but be that as it may, this for your will commode seat is picked up by chain which causes the water to be stored in this “fluid cleaning medium supply tank” to go downhill by gravity and then enter the various gutters",premise,logos,,
3083,24,"Now, I want to point out specifically that in Bogert, which is the March 4, 1941 patent, the cows were arranged so that the manure of necessity fell into a gutter",claim,evaluation-rational,,
3084,24,It did not flow onto the floor,premise,logos,,
3085,24,"So, therefore, the fluid from the fluid cleaning medium supply tank only flushed the gutter",premise,logos-pathos,,
3086,24,The patent in question – the cows – the manure is not necessarily deposited in such manner,claim,evaluation-rational,,
3087,24,In other words it is not accumulated solely in a gutter,premise,logos,,
3088,24,So here's tank is water,premise,logos-pathos,,
3089,24,I want to refer the Court specifically to the language of the patent office on page 13 through 15 of my brief,claim,evaluation-rational,,
3090,24,"In examining these prior art publications the patent office said this,",premise,logos,,
3091,24,"since the patent in McCormick discloses that is old in the art to flush cattle stalls and to collect for fertilizer, it is held to be an obvious expedient under 35103 to provide the (Inaudible) Dairy Establishment with such a flushing means and waste collection tank",premise,logos-pathos,,
3092,24,"On page --
No sir",NA,NA,,
3093,24,Mr,NA,NA,,
3094,24,"Chief Justice, that is what the Fifth Circuit said, the prior art that I am talking about is not what the Fifth Circuit was talking about",premise,logos,,
3095,24,It has been conceded by the respondent that it was identical to their pact,premise,logos,,
3096,24,but that we haven't -- I have not talked about Mission Dairy yet,NA,NA,,
3097,24,"Maybe it is necessary at this point in time if I may --
Alright, what I simply wanted to do and it is my position that the record before that was made before Judge Gwen that went up to the Fifth Circuit with respect to the McCormick and Bogert Patents as well as the other evidence was sufficient for this Court to apply the four Supreme Court cases I have brought to the Court's attention",premise,logos,,
3098,24,Let me bring up what happened procedurally,premise,logos-pathos,,
3099,24,"In January of 1973, my client, who then was living in Florida, by chance was met Mr",premise,pathos,,
3100,24,Herbert Meyer who happen to be in Florida,premise,logos,,
3101,24,"At that particular time in January of 1973 we had not received the decision, the second decision from the Fifth Circuit",premise,logos,,
3102,24,"In February in 1973, the Fifth Circuit reversed for the second time this patent application, I mean this patent case",premise,logos,,
3103,24,"We filed at that time when we had received notice at the second case had been reversed, a motion for re-hearing addressed to the Fifth Circuit raising the question that Mr",premise,logos-pathos,,
3104,24,Sakraida had only three weeks before personally met the name of the man who owned the Mission Dairy in Gonzalez California,premise,logos,,
3105,24,It was it that time that the Fifth Circuit directed us,premise,logos,,
3106,24,since we were the appellee to bring this motion to the attention of the trial court,premise,logos-pathos,,
3107,24,"because they were the only medium through which we could act to get a record, so we did that",premise,logos-pathos,,
3108,24,We filed a motion pursuant to the direction of the Fifth Circuit with the trial court in El Paso,premise,logos,,
3109,24,"There was a different trial court that was sent from San Antonio, Texas to El Paso to receive the testimony with respect to Mr",premise,logos,,
3110,24,"Herbert Meyer, Mr",NA,NA,,
3111,24,"Bud Sakraida, Mr",NA,NA,,
3112,24,"Chester Whitmore, and Mr",NA,NA,,
3113,24,Frank Susa,claim,evaluation-emotional,,
3114,24,Those exhibits together with the pictures from Herbert Meyers Dairy are also before the Court as exhibits A through K,premise,logos,,
3115,24,"Following that hearing, Judge Wood, up until that time had nothing to do with this case, also entered findings of fact and conclusions of law",premise,logos,,
3116,24,He found that the patent lacked novelty,premise,logos-pathos,,
3117,24,It did not meet the test of obviousness,claim,evaluation-rational,,
3118,24,It was anticipated by this prior art and that the petitioner had exercised due diligence in discovering the name of the witnesses,premise,logos,,
3119,24,because they arose simply out of a by chance meeting somewhere in the State of Florida in January of 1973,premise,logos,,
3120,24,"Well –-
Well, Mr",NA,NA,,
3121,24,"Chief Justice, Judge Wood's findings on that very point --
-- before, he was the trial court that accumulated that record and attended that hearing, appear in the appendix first at page 174 through 175",premise,logos,,
3122,24,"Second they appear at the appendix at page 268,",premise,pathos,,
3123,24,"but he is clear and he gave creeds to our testimony, that my light is on, do you want me to -- all right, he gave credence to our testimony that until this by chance meeting we never identified anything with respect Mission Dairy",premise,logos-pathos,,
3124,24,Well --,NA,NA,,
3125,24,but Mr,NA,NA,,
3126,24,Chief Justice the name of Meyer is the link to Mission Dairy,premise,logos,,
3127,24,because until you find Mr,NA,NA,,
3128,24,"Meyer, you are not able to ascertain what it was that was in existence at Mission Dairy",premise,logos,,
3129,24,because Mr,NA,NA,,
3130,24,Meyer held key to that,claim,evaluation-rational,,
3131,24,The testimony in the record is essentially to this effect,claim,evaluation-rational,,
3132,24,"Between the date that the summary judgment was granted and the date of merits, my client was living in the state of Florida, the Mission Dairy is in the State of California, the trial was pending in El Paso, Texas",premise,logos,,
3133,24,"Through rumors source unknown, the record is that Mr",premise,logos-pathos,,
3134,24,"Sakraida, it was through a rumor suggested, it was suggested the hand the he go the Mission Dairy and check out what it was that was there",premise,logos,,
3135,24,"Since he was living in the State Florida, he asked a man sold milking equipment, a man identified as Mr",premise,pathos,,
3136,24,"Wisdom who was living in the State of Oregon, that the next time he was down in the area to go by the dairy and try to find out what was there",premise,pathos,,
3137,24,"The testimony is that when he went to the Mission Dairy, he received a rebuff by the manager, a Mr",premise,logos-pathos,,
3138,24,Dick Ripley,premise,pathos,,
3139,24,"He was not, he got to the premises",premise,logos-pathos,,
3140,24,but he was not able to get in and supposedly find out about this flushing gate that they had,premise,logos-pathos,,
3141,24,He called client about the rebuff and we did not know anything more about it than what we've been informed about by Mr,premise,logos-pathos,,
3142,24,"Wisdom?
The name of Herbert Meyer is an assumption that the respondent will have us believe, was linked at the same time we went to Mission Dairy",premise,logos,,
3143,24,There's absolutely no evidence in the appendix as to where Herbert Meyer was when Mr,premise,logos,,
3144,24,Wisdom was in California or that we knew Mr,premise,logos,,
3145,24,"Meyer's name and the trial court chose to believe us on those facts and that why that, findings to that effect is so clear with respect to that",premise,logos-pathos,,
3146,24,Mr,NA,NA,,
3147,24,Justice Stevens the evidence with respect to Herbert Meyer is that in January of 1962 he had plans on file with California soil conservation service with respect to his idea,premise,logos-pathos,,
3148,24,"As far as milking operation it's our position that the Mission Dairy though is clearly evidence of ordinary skill in the art and that was part of the basis what we were using it?
We do",claim,evaluation-rational,,
3149,24,"because I think you -- I don't think –-
The fact that the idea was known and made public a year prior to the application of this patent and that is when you go down to the California soil conservation people or the department of the agriculture and file plans to get approval as to what you're going to build or do, that you have reduced in essence or have publicized",premise,logos,,
3150,24,I'm saying he's publicizing his idea,claim,evaluation-emotional,,
3151,24,Obviously there's a time lapse between actually he filed a plan and when he actually got the -- you see the problem was not getting the dairy started,claim,evaluation-rational,,
3152,24,"I mean he had -- some of this was getting the milking equipment there, that is part of the problem",premise,logos-pathos,,
3153,24,Mr,NA,NA,,
3154,24,"Chief Justice on page 14 through 16 of our reply brief we have addressed that very point with several cases, the relevancy of Mission Dairy as prior art or evidence of ordinary skill in the art",premise,logos-pathos,,
3155,24,"Well --
We're saying – we're saying that it was effectively publicized at the time he goes to California and files those plans",premise,logos-pathos,,
3156,24,Now that --,NA,NA,,
3157,24,but that just Herbert Meyer,NA,NA,,
3158,24,Chester Whitmore's plan was written in a Hoard's Dairyman as early as 1953,premise,logos,,
3159,24,"Frank Susa was building dairy barns as early as 46 and Emile Rody who was --
No, that is really not correct",premise,logos-pathos,,
3160,24,because Herbert Meyer was the key to us of locating these other three individuals,premise,logos,,
3161,24,"No sir, it is my position --
On the record of this sir --
That's true",premise,logos-pathos,,
3162,24,That's true,claim,agreement,,
3163,24,"Well?
The first question seems to me to be the validity of the patent --
Well, Mr",NA,NA,,
3164,24,"Justice it is my position that the record is sufficient as it was in the Fifth Circuit before we went back to the third hearing before Judge Wood, I do think that this Court if it feels if there is any doubt as to the validity of this case it should consider this case -- it should consider the evidence that was offered before Judge Wood and the --
Because they have found or they did not consider --
That is true, thank you sir",NA,NA,,
3165,25,"Is California's basis unfair competition or patent or copyright?
But you listed among the things that they went through all of this trouble pressing the record and all",NA,NA,,
3166,25,"That's not copyright, is it?
(Inaudible) copyright of pressing of the record",premise,logos-pathos,,
3167,25,"Are you protecting the artist?
And, who else?
Well, that (Inaudible) they pressed the record",premise,logos-pathos,,
3168,25,"And, the promoter?
The promoter in New York?
If the other 49 states, are you protecting them too?
It wouldn't just run if you put too much load on your horse",premise,logos,,
3169,25,"But if I make a direct copy of that watch, there's nothing you can do about it, can you?
The only person you can think about is the man that made the watch",premise,logos-pathos,,
3170,25,"Well, here would be the composer",premise,logos-pathos,,
3171,25,"Want to start on something else?
I would think that you could get a patent on that",NA,NA,,
3172,25,"When he get paid for singing and doesn't get paid of royalty?
There are some --
But are there some place is where you take the record, the music, you get the artist and you run a band and you go in a place and they make a mass director and you pay one price for that and if you sell 80 million records, they don't get anything more, am I right?
Trying in protecting them --
Doesn't ASCAP take care of that?",NA,NA,,
3173,26,"Does the Reading Company have any remedy here for the injury suffered?
Does this bond cover tort --
-- its in the receiver or?
But if -- just a moment on that",NA,NA,,
3174,26,"Is it a performance bond for the benefit of third parties?
What's the other remedy?
You said they're --
Against who?
Against whom?
Personally?
Personal liability?
And if he -- and if the trustee has to respond and Mr",premise,logos-pathos,,
3175,26,"Knight has to respond here, he has no recourse over against the estate of the company, does he?
Well if --
Well, then that's just to ring around the rose, he had in that, not clear if that's a correct theory",NA,NA,,
3176,26,"because what you're saying now -- the following, as I understand it, there's a fire caused by the negligence of the receiver",premise,logos-pathos,,
3177,26,The receiver can be sued on his personal capacity,premise,logos-pathos,,
3178,26,The receiver then has recourse over against the bankrupt estate,premise,logos,,
3179,26,"Now if that is so, then in that effect of this is that the bankrupt estate for whatever it may be, whatever may be in that estate is liable to the persons suffering from tort",premise,logos-pathos,,
3180,26,"Now, what you are saying, it's a claim against the estate --
-- and not just a claim against the receiver?
Now what you're saying is that it's a -- it is not entitled",NA,NA,,
3181,26,"It's a claim, which is not entitled to -- Oh, it can't be that either",premise,logos-pathos,,
3182,26,"Suppose a receiver had judgments obtained against the receiver while the bankruptcy proceedings is still pending then the receiver has a claim over against the estate, you've tell me for -- to be made whole, is that right?
Now suppose the bankruptcy is still pending, he has at least a general claim against the estate",NA,NA,,
3183,26,"Does he have a priority claim as the cost of the administration?
Or does -- where does he rank?
Does this claim rank along with other creditors?
And how does he come in?
You don't' believe that the trustee has personal liability even after he's discharged?
Because I got the -- presume that the preceding counsel took the opposite view",NA,NA,,
3184,26,"But then he went further than that and said that there would be personal liability on the part of the receiver and I gather that, perhaps wrong, that his position was that -- to me personal liability on the part of the receiver even if there were no willfulness that it's just straight negligence",premise,logos-pathos,,
3185,26,"Excuse me,",NA,NA,,
3186,26,but let me see if I correctly understand your position,NA,NA,,
3187,26,"Your position is that Chapter XI proceeding is pending, if the litigation has started on a tort claim prior to bankruptcy, the Chapter XI merging into a bankruptcy proceeding, then by virtue of 63 (a), that's provable, right?
That's point one",claim,evaluation-rational,,
3188,26,"Point 2, if Chapter XI and it goes on to the end, an arrangement among creditors, without any bankruptcy proceeding then hopefully the tort claim will be settled out whether or not a suit has been filed just by an informal arrangements among claimants, is that right?
If it is not settled out, this is third possibility, in the Chapter XI proceeding",NA,NA,,
3189,26,"And if the Chapter XI proceeding does not merge into a bankruptcy or the next, if the litigation has not begun before bankruptcy, then the claim survives against the company as it immerges from the Chapter XI or straight bankruptcy proceedings",premise,logos,,
3190,26,"In that event, until your position is and until -- at least until the trustee is discharged, a suit may be brought against the trustee",premise,logos-pathos,,
3191,26,"Recovery may -- do you think be had on his bond?
That liability of the trustee may be established than that may -- a claim may thereby be asserted against the bankrupt estate?
Have I summarized that correctly or am I wrong?
Well, he wouldn't --
He's just a claimant",NA,NA,,
3192,26,"In my case, he had introduced his tort claim, the judgment",premise,logos,,
3193,26,"Well, what about the other theory that's been discussed here this morning, that this is to say that this is a tort committed by the trustee, receiver trustee, that an action may be brought against him and that the recovery and it went to -- his liability is established, there -- recovery can be had and he has a claim over against the estate",premise,logos-pathos,,
3194,26,"Is that what you understand of defense just in here?
Well, there are two things here",NA,NA,,
3195,26,"One, that is to be personally liable and then a variant of that suggested by counsel for the Government that he could be sued and that a liability would be -- would then be after judgment was obtained against the trustee, a liability will then be the liability of the estate",premise,logos,,
3196,26,"I must confess, I'm a little confused as to --
-- precise meaning of these two --
Well, if the tort had at this part, it had occurred three days before the Chapter XI proceeding and no question with that -- it would have been a tort that would not -- there would've been a claim not provable in Chapter XI or subsequent bankruptcy",NA,NA,,
3197,26,"Is that right?
Unless you have brought suit before the petition was filed",NA,NA,,
3198,26,"Alright,",NA,NA,,
3199,26,"but that was -- that's what statute said, didn't it?
Now, so that the schemes of statutes are arguable as such you draw a line, you erect a Chinese wall at the date of the filing of the petition insofar as tort claims are concerned?
Now here, you have a tort that occurred during the period of the administration under Chapter XI and you are saying that the -- that does not -- that tort claim does not survive",NA,NA,,
3200,26,That's not a claim against the debtor as the debtor emerges from Chapter XI or from the subsequent bankruptcy proceeding,premise,logos,,
3201,26,"And you say that also you have no claim against the trustee personally?
And that unless you have a claim against the assets, against the bankrupt or the debtor under Chapter XI that you have no recourse whatsoever?",NA,NA,,
3202,27,Mr,NA,NA,,
3203,27,"Sidle, will you remind us where the language showed up first,",premise,logos-pathos,,
3204,27,"because it is identical language?
Mr",NA,NA,,
3205,27,"Sidle, in addition to the ""may"" language, it's a double",claim,evaluation-rational,,
3206,27,it's in its discretion,claim,interpretation,,
3207,27,"If you just had ""may"", then your argument of the British Rule might be stronger, but
""the Court in its discretion may-- ""
Well, is your point that the district judge did not exercise discretion",NA,NA,,
3208,27,"because the district judge didn't believe that he had discretion with respect to a successful defendant?
So",NA,NA,,
3209,27,but,NA,NA,,
3210,27,"am I correct in understanding that at one time the patent fee-shifting statute had identical words, and then Congress added the qualification, ""in exceptional cases""?
Of course, the--
--In any event, the Lanham Act and the Patent Act are the same except for the addition of the words, ""in exceptional cases""",NA,NA,,
3211,27,#NAME?,NA,NA,,
3212,27,"now, we have statutes using similar language",premise,pathos,,
3213,27,Why should this case,claim,evaluation-rational,,
3214,27,"why should the Copyright Act be bracketed with the civil rights legislation rather than with the trademark and patent legislation?
Before that, it was identical to the Copyright--
--And was it interpreted, when it was identical to the copyright language, with a tilt toward prevailing plaintiffs?
Then why did Congress add, in exceptional cases, just to conform the law to what the courts were doing?
What year was that changed?
Then, when Congress redid the Copyright Act and left it without the qualification, wouldn't the implication be, it wanted to have a standard that would be equal on both sides,",NA,NA,,
3215,27,"but not limited to exceptional cases?
--But I take it if you were prevailing plaintiff and the same standard applied, you would not get fees--
--in this very case",NA,NA,,
3216,27,"But isn't that same assessment made by Professor Brown in his 1960 study, when he said, or if the losing defendant raised real issues of fact or law--
--If losing defendant raises real issues of fact or law, then he doesn't pay the plaintiff's counsel fees",claim,evaluation-rational,,
3217,27,That's quite a different standard from the one in Christiansburg,claim,evaluation-rational,,
3218,27,Mr,NA,NA,,
3219,27,"Robbins, that would be a far more impressive argument if that were the rule with respect to patents and trademark,",claim,evaluation-rational,,
3220,27,"but you concede it isn't, and what I find so difficult to understand is why the regimes for patent and trademark are not the ones that we should look to",claim,evaluation-rational,,
3221,27,"Then let's go to the patent law, where you told me that before the change for exceptional cases it was identical and it was interpreted the same way for prevailing plaintiffs and prevailing defendants",premise,logos,,
3222,27,"So why isn't that the closest model for us?
Why is that so?
I'm sorry, I have difficulty following that",NA,NA,,
3223,27,"It seems in this very case we're talking about the same composer, and a question of whether there was an infringement of something that he himself created",premise,logos-pathos,,
3224,27,That would be,claim,evaluation-rational,,
3225,27,"I can't imagine anything that's more difficult than that, to determine whether you've been careful enough not to copy yourself too much",premise,pathos,,
3226,27,"But is there anything to support your notion that as a general matter it's easier to infringe a patent than a copyright?
That really is hemming in the discretion",NA,NA,,
3227,27,"If you just looked at the statute that says may in its discretion, what you've just said, there really isn't any discretion",premise,logos,,
3228,27,"It has to be an extreme case, even though",claim,interpretation,,
3229,27,"and this statute doesn't use the word, in exceptional cases, as the Patent Act does",NA,NA,,
3230,27,"But there might be more of a question about whether the item was copyrightable in the first place,",claim,evaluation-rational,,
3231,27,"because isn't there a rather more stringent test that a patent has to pass than a copyright has to pass?
So it's one thing--
--How about the purpose of the Copyright Act of not allowing the copyright holder to extend that exclusivity too far?
Some of them written right into the statute, like the fair use defense?
Wouldn't that be vindicating a public policy?
The defendant who was saying, this is fair use and this is what Congress says is good for the public?
That's true of defendants generally, right?
Mr",NA,NA,,
3232,27,"Robbins, do you attribute any significance to",premise,logos-pathos,,
3233,27,"the image of the civil rights plaintiff is the individual alone against the Government, against the corporation,",premise,pathos,,
